date,currency,mean,buy,sell
11/10/2016,AE DIRHAM,27.5747,27.5449,27.6046
11/10/2016,SA RAND,7.3196,7.3087,7.3305
11/10/2016,CAN $,76.6902,76.606,76.7744
11/10/2016,AE DIRHAM,27.5747,27.5449,27.6046
11/10/2016,SA RAND,7.3196,7.3087,7.3305
11/10/2016,CAN $,76.6902,76.606,76.7744
08/10/2007,SW KRONER,10.1928,10.15600014,10.22959995
08/10/2007,SINGAPORE $,45.3898,45.32899857,45.45059967
08/10/2007,SAUDI RIYAL,17.8078,17.7852993,17.83040047
08/10/2007,NOR KRONER,12.2675,12.25590038,12.27900028
06/08/2007,KES/USHS,26.4529,26.33729935,26.5685997
11/10/2016,AE DIRHAM,27.5747,27.5449,27.6046
11/10/2016,SA RAND,7.3196,7.3087,7.3305
11/10/2016,CAN $,76.6902,76.606,76.7744
11/10/2016,KES / RWF,7.5135,7.4571,7.57
11/10/2016,KES / TSHS,21.5532,21.4834,21.6229
11/10/2016,KES / USHS,33.6379,33.5567,33.7191
11/10/2016,US DOLLAR,101.2847,101.1889,101.3806
11/10/2016,EURO,112.9458,112.8267,113.065
11/10/2016,STG POUND,125.2628,125.1256,125.4
11/10/2016,S FRANC,102.984,102.8761,103.0919
11/10/2016,JPY (100),97.7463,97.635,97.8577
11/10/2016,AUSTRALIAN $,77.0524,76.9542,77.1506
11/10/2016,CHINESE YUAN,15.0999,15.0792,15.1206
11/10/2016,SAUDI RIYAL,26.9985,26.9693,27.0276
11/10/2016,SINGAPORE DOLLAR,73.6804,73.6026,73.7581
11/10/2016,HONGKONG DOLLAR,13.0552,13.0428,13.0675
11/10/2016,IND RUPEE,1.5229,1.5212,1.5245
11/10/2016,DAN KRONER,15.1749,15.1594,15.1904
11/10/2016,NOR KRONER,12.521,12.5074,12.5345
11/10/2016,SW KRONER,11.7005,11.6875,11.7135
11/10/2016,KES / BIF,16.5212,16.4068,16.6355
13/10/2016,US DOLLAR,101.2953,101.1994,101.3911
13/10/2016,SW KRONER,11.5095,11.496,11.523
13/10/2016,NOR KRONER,12.412,12.3972,12.4268
13/10/2016,DAN KRONER,15.0746,15.0592,15.09
13/10/2016,IND RUPEE,1.5168,1.5152,1.5185
13/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
13/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
13/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
13/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
13/10/2016,JPY (100),97.6858,97.5887,97.7829
13/10/2016,S FRANC,102.5723,102.4701,102.6745
13/10/2016,CAN $,76.6314,76.5561,76.7068
13/10/2016,STG POUND,124.1928,124.0561,124.3294
13/10/2016,EURO,112.26,112.1428,112.3772
13/10/2016,SA RAND,7.0759,7.0655,7.0863
13/10/2016,KES / USHS,33.7628,33.6815,33.8441
13/10/2016,KES / TSHS,21.5509,21.4812,21.6207
13/10/2016,KES / RWF,7.9634,7.9213,8.0055
13/10/2016,KES / BIF,16.5194,16.4051,16.6338
13/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
13/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
13/10/2016,US DOLLAR,101.2953,101.1994,101.3911
13/10/2016,SW KRONER,11.5095,11.496,11.523
13/10/2016,NOR KRONER,12.412,12.3972,12.4268
13/10/2016,DAN KRONER,15.0746,15.0592,15.09
13/10/2016,IND RUPEE,1.5168,1.5152,1.5185
13/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
13/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
13/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
13/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
13/10/2016,JPY (100),97.6858,97.5887,97.7829
13/10/2016,S FRANC,102.5723,102.4701,102.6745
13/10/2016,CAN $,76.6314,76.5561,76.7068
13/10/2016,STG POUND,124.1928,124.0561,124.3294
13/10/2016,EURO,112.26,112.1428,112.3772
13/10/2016,SA RAND,7.0759,7.0655,7.0863
13/10/2016,KES / USHS,33.7628,33.6815,33.8441
13/10/2016,KES / TSHS,21.5509,21.4812,21.6207
13/10/2016,KES / RWF,7.9634,7.9213,8.0055
13/10/2016,KES / BIF,16.5194,16.4051,16.6338
13/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
13/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
13/10/2016,US DOLLAR,101.2953,101.1994,101.3911
13/10/2016,SW KRONER,11.5095,11.496,11.523
13/10/2016,NOR KRONER,12.412,12.3972,12.4268
13/10/2016,DAN KRONER,15.0746,15.0592,15.09
13/10/2016,IND RUPEE,1.5168,1.5152,1.5185
13/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
13/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
13/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
13/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
13/10/2016,JPY (100),97.6858,97.5887,97.7829
13/10/2016,S FRANC,102.5723,102.4701,102.6745
13/10/2016,CAN $,76.6314,76.5561,76.7068
13/10/2016,STG POUND,124.1928,124.0561,124.3294
13/10/2016,EURO,112.26,112.1428,112.3772
13/10/2016,SA RAND,7.0759,7.0655,7.0863
13/10/2016,KES / USHS,33.7628,33.6815,33.8441
13/10/2016,KES / TSHS,21.5509,21.4812,21.6207
13/10/2016,KES / RWF,7.9634,7.9213,8.0055
13/10/2016,KES / BIF,16.5194,16.4051,16.6338
13/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
13/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
13/10/2016,US DOLLAR,101.2953,101.1994,101.3911
13/10/2016,SW KRONER,11.5095,11.496,11.523
13/10/2016,NOR KRONER,12.412,12.3972,12.4268
13/10/2016,DAN KRONER,15.0746,15.0592,15.09
13/10/2016,IND RUPEE,1.5168,1.5152,1.5185
13/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
13/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
13/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
13/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
13/10/2016,JPY (100),97.6858,97.5887,97.7829
13/10/2016,S FRANC,102.5723,102.4701,102.6745
13/10/2016,CAN $,76.6314,76.5561,76.7068
13/10/2016,STG POUND,124.1928,124.0561,124.3294
13/10/2016,EURO,112.26,112.1428,112.3772
13/10/2016,SA RAND,7.0759,7.0655,7.0863
13/10/2016,KES / USHS,33.7628,33.6815,33.8441
13/10/2016,KES / TSHS,21.5509,21.4812,21.6207
13/10/2016,KES / RWF,7.9634,7.9213,8.0055
13/10/2016,KES / BIF,16.5194,16.4051,16.6338
13/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
13/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
13/10/2016,US DOLLAR,101.2953,101.1994,101.3911
13/10/2016,SW KRONER,11.5095,11.496,11.523
13/10/2016,NOR KRONER,12.412,12.3972,12.4268
13/10/2016,DAN KRONER,15.0746,15.0592,15.09
13/10/2016,IND RUPEE,1.5168,1.5152,1.5185
13/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
13/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
13/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
13/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
13/10/2016,JPY (100),97.6858,97.5887,97.7829
13/10/2016,S FRANC,102.5723,102.4701,102.6745
13/10/2016,CAN $,76.6314,76.5561,76.7068
13/10/2016,STG POUND,124.1928,124.0561,124.3294
13/10/2016,EURO,112.26,112.1428,112.3772
13/10/2016,SA RAND,7.0759,7.0655,7.0863
13/10/2016,KES / USHS,33.7628,33.6815,33.8441
13/10/2016,KES / TSHS,21.5509,21.4812,21.6207
13/10/2016,KES / RWF,7.9634,7.9213,8.0055
13/10/2016,KES / BIF,16.5194,16.4051,16.6338
13/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
13/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
15/10/2016,US DOLLAR,101.2953,101.1994,101.3911
15/10/2016,SW KRONER,11.5095,11.496,11.523
15/10/2016,NOR KRONER,12.412,12.3972,12.4268
15/10/2016,DAN KRONER,15.0746,15.0592,15.09
15/10/2016,IND RUPEE,1.5168,1.5152,1.5185
15/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
15/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
15/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
15/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
15/10/2016,JPY (100),97.6858,97.5887,97.7829
15/10/2016,S FRANC,102.5723,102.4701,102.6745
15/10/2016,CAN $,76.6314,76.5561,76.7068
15/10/2016,STG POUND,124.1928,124.0561,124.3294
15/10/2016,EURO,112.26,112.1428,112.3772
15/10/2016,SA RAND,7.0759,7.0655,7.0863
15/10/2016,KES / USHS,33.7628,33.6815,33.8441
15/10/2016,KES / TSHS,21.5509,21.4812,21.6207
15/10/2016,KES / RWF,7.9634,7.9213,8.0055
15/10/2016,KES / BIF,16.5194,16.4051,16.6338
15/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
15/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
16/10/2016,US DOLLAR,101.2953,101.1994,101.3911
16/10/2016,SW KRONER,11.5095,11.496,11.523
16/10/2016,NOR KRONER,12.412,12.3972,12.4268
16/10/2016,DAN KRONER,15.0746,15.0592,15.09
16/10/2016,IND RUPEE,1.5168,1.5152,1.5185
16/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
16/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
16/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
16/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
16/10/2016,JPY (100),97.6858,97.5887,97.7829
16/10/2016,S FRANC,102.5723,102.4701,102.6745
16/10/2016,CAN $,76.6314,76.5561,76.7068
16/10/2016,STG POUND,124.1928,124.0561,124.3294
16/10/2016,EURO,112.26,112.1428,112.3772
16/10/2016,SA RAND,7.0759,7.0655,7.0863
16/10/2016,KES / USHS,33.7628,33.6815,33.8441
16/10/2016,KES / TSHS,21.5509,21.4812,21.6207
16/10/2016,KES / RWF,7.9634,7.9213,8.0055
16/10/2016,KES / BIF,16.5194,16.4051,16.6338
16/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
16/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
17/10/2016,US DOLLAR,101.2953,101.1994,101.3911
17/10/2016,SW KRONER,11.5095,11.496,11.523
17/10/2016,NOR KRONER,12.412,12.3972,12.4268
17/10/2016,DAN KRONER,15.0746,15.0592,15.09
17/10/2016,IND RUPEE,1.5168,1.5152,1.5185
17/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
17/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
17/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
17/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
17/10/2016,JPY (100),97.6858,97.5887,97.7829
17/10/2016,S FRANC,102.5723,102.4701,102.6745
17/10/2016,CAN $,76.6314,76.5561,76.7068
17/10/2016,STG POUND,124.1928,124.0561,124.3294
17/10/2016,EURO,112.26,112.1428,112.3772
17/10/2016,SA RAND,7.0759,7.0655,7.0863
17/10/2016,KES / USHS,33.7628,33.6815,33.8441
17/10/2016,KES / TSHS,21.5509,21.4812,21.6207
17/10/2016,KES / RWF,7.9634,7.9213,8.0055
17/10/2016,KES / BIF,16.5194,16.4051,16.6338
17/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
17/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
18/10/2016,US DOLLAR,101.2953,101.1994,101.3911
18/10/2016,SW KRONER,11.5095,11.496,11.523
18/10/2016,NOR KRONER,12.412,12.3972,12.4268
18/10/2016,DAN KRONER,15.0746,15.0592,15.09
18/10/2016,IND RUPEE,1.5168,1.5152,1.5185
18/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
18/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
18/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
18/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
18/10/2016,JPY (100),97.6858,97.5887,97.7829
18/10/2016,S FRANC,102.5723,102.4701,102.6745
18/10/2016,CAN $,76.6314,76.5561,76.7068
18/10/2016,STG POUND,124.1928,124.0561,124.3294
18/10/2016,EURO,112.26,112.1428,112.3772
18/10/2016,SA RAND,7.0759,7.0655,7.0863
18/10/2016,KES / USHS,33.7628,33.6815,33.8441
18/10/2016,KES / TSHS,21.5509,21.4812,21.6207
18/10/2016,KES / RWF,7.9634,7.9213,8.0055
18/10/2016,KES / BIF,16.5194,16.4051,16.6338
18/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
18/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
19/10/2016,US DOLLAR,101.2953,101.1994,101.3911
19/10/2016,SW KRONER,11.5095,11.496,11.523
19/10/2016,NOR KRONER,12.412,12.3972,12.4268
19/10/2016,DAN KRONER,15.0746,15.0592,15.09
19/10/2016,IND RUPEE,1.5168,1.5152,1.5185
19/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
19/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
19/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
19/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
19/10/2016,JPY (100),97.6858,97.5887,97.7829
19/10/2016,S FRANC,102.5723,102.4701,102.6745
19/10/2016,CAN $,76.6314,76.5561,76.7068
19/10/2016,STG POUND,124.1928,124.0561,124.3294
19/10/2016,EURO,112.26,112.1428,112.3772
19/10/2016,SA RAND,7.0759,7.0655,7.0863
19/10/2016,KES / USHS,33.7628,33.6815,33.8441
19/10/2016,KES / TSHS,21.5509,21.4812,21.6207
19/10/2016,KES / RWF,7.9634,7.9213,8.0055
19/10/2016,KES / BIF,16.5194,16.4051,16.6338
19/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
19/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
19/10/2016,US DOLLAR,101.2953,101.1994,101.3911
19/10/2016,SW KRONER,11.5095,11.496,11.523
19/10/2016,NOR KRONER,12.412,12.3972,12.4268
19/10/2016,DAN KRONER,15.0746,15.0592,15.09
19/10/2016,IND RUPEE,1.5168,1.5152,1.5185
19/10/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
19/10/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
19/10/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
19/10/2016,CHINESE YUAN,15.0693,15.0485,15.0902
19/10/2016,JPY (100),97.6858,97.5887,97.7829
19/10/2016,S FRANC,102.5723,102.4701,102.6745
19/10/2016,CAN $,76.6314,76.5561,76.7068
19/10/2016,STG POUND,124.1928,124.0561,124.3294
19/10/2016,EURO,112.26,112.1428,112.3772
19/10/2016,SA RAND,7.0759,7.0655,7.0863
19/10/2016,KES / USHS,33.7628,33.6815,33.8441
19/10/2016,KES / TSHS,21.5509,21.4812,21.6207
19/10/2016,KES / RWF,7.9634,7.9213,8.0055
19/10/2016,KES / BIF,16.5194,16.4051,16.6338
19/10/2016,AE DIRHAM,27.5784,27.5493,27.6074
19/10/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
01/11/2016,US DOLLAR,101.2953,101.1994,101.3911
01/11/2016,SW KRONER,11.5095,11.496,11.523
01/11/2016,NOR KRONER,12.412,12.3972,12.4268
01/11/2016,DAN KRONER,15.0746,15.0592,15.09
01/11/2016,IND RUPEE,1.5168,1.5152,1.5185
01/11/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
01/11/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
01/11/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
01/11/2016,CHINESE YUAN,15.0693,15.0485,15.0902
01/11/2016,JPY (100),97.6858,97.5887,97.7829
01/11/2016,S FRANC,102.5723,102.4701,102.6745
01/11/2016,CAN $,76.6314,76.5561,76.7068
01/11/2016,STG POUND,124.1928,124.0561,124.3294
01/11/2016,EURO,112.26,112.1428,112.3772
01/11/2016,SA RAND,7.0759,7.0655,7.0863
01/11/2016,KES / USHS,33.7628,33.6815,33.8441
01/11/2016,KES / TSHS,21.5509,21.4812,21.6207
01/11/2016,KES / RWF,7.9634,7.9213,8.0055
01/11/2016,KES / BIF,16.5194,16.4051,16.6338
01/11/2016,AE DIRHAM,27.5784,27.5493,27.6074
01/11/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
01/11/2016,US DOLLAR,101.2953,101.1994,101.3911
01/11/2016,SW KRONER,11.5095,11.496,11.523
01/11/2016,NOR KRONER,12.412,12.3972,12.4268
01/11/2016,DAN KRONER,15.0746,15.0592,15.09
01/11/2016,IND RUPEE,1.5168,1.5152,1.5185
01/11/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
01/11/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
01/11/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
01/11/2016,CHINESE YUAN,15.0693,15.0485,15.0902
01/11/2016,JPY (100),97.6858,97.5887,97.7829
01/11/2016,S FRANC,102.5723,102.4701,102.6745
01/11/2016,CAN $,76.6314,76.5561,76.7068
01/11/2016,STG POUND,124.1928,124.0561,124.3294
01/11/2016,EURO,112.26,112.1428,112.3772
01/11/2016,SA RAND,7.0759,7.0655,7.0863
01/11/2016,KES / USHS,33.7628,33.6815,33.8441
01/11/2016,KES / TSHS,21.5509,21.4812,21.6207
01/11/2016,KES / RWF,7.9634,7.9213,8.0055
01/11/2016,KES / BIF,16.5194,16.4051,16.6338
01/11/2016,AE DIRHAM,27.5784,27.5493,27.6074
01/11/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
01/11/2016,US DOLLAR,101.2953,101.1994,101.3911
01/11/2016,SW KRONER,11.5095,11.496,11.523
01/11/2016,NOR KRONER,12.412,12.3972,12.4268
01/11/2016,DAN KRONER,15.0746,15.0592,15.09
01/11/2016,IND RUPEE,1.5168,1.5152,1.5185
01/11/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
01/11/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
01/11/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
01/11/2016,CHINESE YUAN,15.0693,15.0485,15.0902
01/11/2016,JPY (100),97.6858,97.5887,97.7829
01/11/2016,S FRANC,102.5723,102.4701,102.6745
01/11/2016,CAN $,76.6314,76.5561,76.7068
01/11/2016,STG POUND,124.1928,124.0561,124.3294
01/11/2016,EURO,112.26,112.1428,112.3772
01/11/2016,SA RAND,7.0759,7.0655,7.0863
01/11/2016,KES / USHS,33.7628,33.6815,33.8441
01/11/2016,KES / TSHS,21.5509,21.4812,21.6207
01/11/2016,KES / RWF,7.9634,7.9213,8.0055
01/11/2016,KES / BIF,16.5194,16.4051,16.6338
01/11/2016,AE DIRHAM,27.5784,27.5493,27.6074
01/11/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
01/11/2016,US DOLLAR,101.2953,101.1994,101.3911
01/11/2016,SW KRONER,11.5095,11.496,11.523
01/11/2016,NOR KRONER,12.412,12.3972,12.4268
01/11/2016,DAN KRONER,15.0746,15.0592,15.09
01/11/2016,IND RUPEE,1.5168,1.5152,1.5185
01/11/2016,HONGKONG DOLLAR,13.0537,13.0413,13.066
01/11/2016,SINGAPORE DOLLAR,73.4583,73.3755,73.5411
01/11/2016,SAUDI RIYAL,27.0013,26.9721,27.0304
01/11/2016,CHINESE YUAN,15.0693,15.0485,15.0902
01/11/2016,JPY (100),97.6858,97.5887,97.7829
01/11/2016,S FRANC,102.5723,102.4701,102.6745
01/11/2016,CAN $,76.6314,76.5561,76.7068
01/11/2016,STG POUND,124.1928,124.0561,124.3294
01/11/2016,EURO,112.26,112.1428,112.3772
01/11/2016,SA RAND,7.0759,7.0655,7.0863
01/11/2016,KES / USHS,33.7628,33.6815,33.8441
01/11/2016,KES / TSHS,21.5509,21.4812,21.6207
01/11/2016,KES / RWF,7.9634,7.9213,8.0055
01/11/2016,KES / BIF,16.5194,16.4051,16.6338
01/11/2016,AE DIRHAM,27.5784,27.5493,27.6074
01/11/2016,AUSTRALIAN $,76.4222,76.3246,76.5199
09/11/2016,US DOLLAR,101.7208,101.6227778,101.8188889
09/11/2016,STG POUND,125.8483,125.7055556,125.9911111
09/11/2016,EURO,112.3558,112.2355556,112.4761111
09/11/2016,SA RAND,7.6167,7.606495343,7.626883063
09/11/2016,KES / USHS,34.4375,34.35511857,34.51982003
09/11/2016,KES / TSHS,21.4509,21.38110152,21.5207658
09/11/2016,KES / RWF,7.9614,7.919355719,8.003520646
09/11/2016,KES / BIF,16.4618,16.34765433,16.57600822
09/11/2016,AE DIRHAM,27.6938,27.66450095,27.72317066
09/11/2016,CAN $,76.0757,75.99101008,76.1604375
09/11/2016,S FRANC,104.2436,104.0897038,104.3975073
09/11/2016,JPY (100),97.0434,96.93130273,97.15542833
09/11/2016,SW KRONER,11.307,11.29355298,11.32037945
09/11/2016,NOR KRONER,12.3697,12.35595382,12.38341185
09/11/2016,DAN KRONER,15.0996,15.08405364,15.11518199
09/11/2016,IND RUPEE,1.5284,1.526656077,1.530064225
09/11/2016,HONGKONG DOLLAR,13.117,13.10433117,13.12961984
09/11/2016,SINGAPORE DOLLAR,73.1752,73.07311266,73.27735796
09/11/2016,SAUDI RIYAL,27.1219,27.09362743,27.15025569
09/11/2016,CHINESE YUAN,14.9867,14.9647726,15.00868056
09/11/2016,AUSTRALIAN $,78.3149,78.22921433,78.40054444
10/11/2016,US DOLLAR,101.6983,101.5983333,101.7983333
10/11/2016,STG POUND,125.8769,125.7327778,126.0211111
10/11/2016,EURO,111.9489,111.8266667,112.0711111
10/11/2016,SA RAND,7.5388,7.529985795,7.547605808
10/11/2016,KES / USHS,34.5041,34.42099576,34.58718155
10/11/2016,KES / TSHS,21.436,21.3657722,21.5062583
10/11/2016,KES / RWF,7.9649,7.922624797,8.007119539
10/11/2016,KES / BIF,16.4997,16.38514056,16.61424892
10/11/2016,AE DIRHAM,27.6877,27.66010545,27.71530992
10/11/2016,CAN $,75.6234,75.5377943,75.70900888
10/11/2016,S FRANC,103.9117,103.7882657,104.0350877
10/11/2016,JPY (100),97.9375,97.8318087,98.04327587
10/11/2016,SW KRONER,11.1905,11.17767216,11.20337354
10/11/2016,NOR KRONER,12.2475,12.23177344,12.26323419
10/11/2016,DAN KRONER,15.0486,15.0326749,15.06449624
10/11/2016,IND RUPEE,1.5277,1.525844159,1.529536974
10/11/2016,HONGKONG DOLLAR,13.1158,13.10286866,13.12866214
10/11/2016,SINGAPORE DOLLAR,72.9543,72.87736413,73.03130306
10/11/2016,SAUDI RIYAL,27.1159,27.08783249,27.1440507
10/11/2016,CHINESE YUAN,14.9998,14.9781565,15.02137162
10/11/2016,AUSTRALIAN $,78.0942,78.00720033,78.18112
11/11/2016,US DOLLAR,101.7028,101.6072222,101.7983333
11/11/2016,STG POUND,126.3708,126.2355556,126.5061111
11/11/2016,EURO,110.8333,110.7244444,110.9422222
11/11/2016,SA RAND,7.3676,7.359375817,7.375889094
11/11/2016,KES / USHS,34.5812,34.49958251,34.66289032
11/11/2016,KES / TSHS,21.4449,21.37559554,21.5142187
11/11/2016,KES / RWF,7.9659,7.924000065,8.007796909
11/11/2016,KES / BIF,16.5008,16.38700699,16.61466541
11/11/2016,AE DIRHAM,27.6885,27.6587604,27.71832852
11/11/2016,CAN $,75.5004,75.41543993,75.58533809
11/11/2016,S FRANC,102.9902,102.8829711,103.0973601
11/11/2016,JPY (100),95.3389,95.23593797,95.44190262
11/11/2016,SW KRONER,11.2117,11.19873276,11.22474483
11/11/2016,NOR KRONER,12.212,12.19921026,12.22479745
11/11/2016,DAN KRONER,14.8932,14.87704211,14.90939004
11/11/2016,IND RUPEE,1.5242,1.522536315,1.52585731
11/11/2016,HONGKONG DOLLAR,13.1148,13.10249423,13.12713846
11/11/2016,SINGAPORE DOLLAR,72.2475,72.16934599,72.32563647
11/11/2016,SAUDI RIYAL,27.1171,27.09092471,27.14332693
11/11/2016,CHINESE YUAN,14.9575,14.9424583,14.97254498
11/11/2016,AUSTRALIAN $,77.5738,77.47550694,77.67212833
14/11/2016,US DOLLAR,101.7417,101.6416667,101.8416667
14/11/2016,STG POUND,128.3986,128.2516667,128.5455556
14/11/2016,EURO,110.7731,110.6561111,110.89
14/11/2016,SA RAND,7.0826,7.073184876,7.092038069
14/11/2016,KES / USHS,34.7744,34.69110547,34.85775191
14/11/2016,KES / TSHS,21.4465,21.37631945,21.51676642
14/11/2016,KES / RWF,7.9636,7.92141396,8.005870296
14/11/2016,KES / BIF,16.4966,16.38209639,16.61110109
14/11/2016,AE DIRHAM,27.6999,27.66964302,27.73012761
14/11/2016,CAN $,75.2639,75.17874753,75.34896912
14/11/2016,S FRANC,103.2648,103.1476219,103.3820594
14/11/2016,JPY (100),95.5725,95.46507623,95.67988225
14/11/2016,SW KRONER,11.2342,11.22132798,11.24713323
14/11/2016,NOR KRONER,12.1345,12.11592026,12.15308854
14/11/2016,DAN KRONER,14.8763,14.86054457,14.8919629
14/11/2016,IND RUPEE,1.5078,1.506079141,1.509492225
14/11/2016,HONGKONG DOLLAR,13.1149,13.10203626,13.12781709
14/11/2016,SINGAPORE DOLLAR,72.0831,71.99948053,72.16671391
14/11/2016,SAUDI RIYAL,27.1275,27.09938589,27.15560533
14/11/2016,CHINESE YUAN,14.94,14.91878272,14.96131433
14/11/2016,AUSTRALIAN $,77.0388,76.95290583,77.12469417
15/11/2016,US DOLLAR,101.7667,101.6694444,101.8638889
15/11/2016,STG POUND,127.5333,127.3933333,127.6733333
15/11/2016,EURO,109.5828,109.4638889,109.7016667
15/11/2016,SA RAND,7.0815,7.071033741,7.09195581
15/11/2016,KES / USHS,34.9821,34.89951188,35.06461572
15/11/2016,KES / TSHS,21.4314,21.36183906,21.50105188
15/11/2016,KES / RWF,8.1663,8.123978075,8.208562608
15/11/2016,KES / BIF,16.4595,16.34553735,16.57351438
15/11/2016,AE DIRHAM,27.7067,27.67720489,27.73617843
15/11/2016,CAN $,75.0935,75.01065696,75.17630176
15/11/2016,S FRANC,102.0166,101.9038232,102.1294254
15/11/2016,JPY (100),94.3376,94.24308903,94.43208389
15/11/2016,SW KRONER,11.1696,11.15530442,11.18387906
15/11/2016,NOR KRONER,11.9977,11.98409237,12.01125955
15/11/2016,DAN KRONER,14.7207,14.70614234,14.73533378
15/11/2016,IND RUPEE,1.5013,1.49974841,1.502951475
15/11/2016,HONGKONG DOLLAR,13.1195,13.10696856,13.13203585
15/11/2016,SINGAPORE DOLLAR,71.8844,71.80045512,71.96826967
15/11/2016,SAUDI RIYAL,27.1349,27.10751465,27.16225505
15/11/2016,CHINESE YUAN,14.8655,14.84875777,14.88215537
15/11/2016,AUSTRALIAN $,76.8135,76.72992972,76.89704972
16/11/2016,US DOLLAR,101.7717,101.6716667,101.8716667
16/11/2016,STG POUND,126.2186,126.0777778,126.3594444
16/11/2016,EURO,109.19,109.0711111,109.3088889
16/11/2016,SA RAND,7.1937,7.182840214,7.204604497
16/11/2016,KES / USHS,34.9312,34.84776598,35.01467141
16/11/2016,KES / TSHS,21.4206,21.35039183,21.49074636
16/11/2016,KES / RWF,7.9584,7.916234478,8.000655705
16/11/2016,KES / BIF,16.4951,16.38060959,16.60954379
16/11/2016,AE DIRHAM,27.7081,27.67780984,27.73829621
